"Entry","Entry name","Status","Gene names","product","Length","Keywords","Protein families","Cross-reference (KEGG)",,,,,,,,,,
"P95272","MAZF5_MYCTU","reviewed","mazF5 mazF-mt5 Rv1942c","Probable endoribonuclease MazF5 (EC 3.1.-.-) (Toxin MazF5)",109,"Complete proteome;Endonuclease;Hydrolase;Nuclease;Reference proteome;Toxin-antitoxin system","PemK/MazF family","mtu:Rv1942c;",,,,,,,,,,
"P0CL62","MAZF7_MYCTU","reviewed","mazF7 Rv2063A","Probable endoribonuclease MazF7 (EC 3.1.-.-) (Toxin MazF7)",136,"3D-structure;Complete proteome;Endonuclease;Hydrolase;Nuclease;Reference proteome;Toxin-antitoxin system","PemK/MazF family","mtu:Rv2063A;",,,,,,,,,,
"P71650","MAZF9_MYCTU","reviewed","mazF9 mazF-mt1 Rv2801c","Endoribonuclease MazF9 (EC 3.1.-.-) (Toxin MazF9) (mRNA interferase MazF-mt1)",118,"3D-structure;Complete proteome;Endonuclease;Hydrolase;Nuclease;Reference proteome;Toxin-antitoxin system","PemK/MazF family","mtu:Rv2801c;",,,,,,,,,,
"P96379","MAZG_MYCTU","reviewed","mazG Rv1021","Nucleoside triphosphate pyrophosphohydrolase (NTP-PPase) (EC 3.6.1.8)",325,"ATP-binding;Complete proteome;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome","Nucleoside triphosphate pyrophosphohydrolase family","mtu:Rv1021;",,,,,,,,,,
"P9WKF9","ISPH1_MYCTU","reviewed","ispH1 lytB1 Rv3382c MTV004.40c","4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1 (HDR 1) (HMBPP reductase 1) (EC 1.17.7.4)",329,"4Fe-4S;Complete proteome;Iron;Iron-sulfur;Isoprene biosynthesis;Metal-binding;Oxidoreductase;Reference proteome","IspH family","mtu:Rv3382c;",,,,,,,,,,
"P9WKG1","ISPH2_MYCTU","reviewed","ispH2 lytB2 Rv1110 MTV017.63","4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2 (HDR 2) (HMBPP reductase 2) (EC 1.17.7.4)",335,"4Fe-4S;Complete proteome;Iron;Iron-sulfur;Isoprene biosynthesis;Metal-binding;Oxidoreductase;Reference proteome","IspH family","mtu:Rv1110;",,,,,,,,,,
"P71716","MBTA_MYCTU","reviewed","mbtA Rv2384","Salicyl-AMP ligase / salicyl-S-ArCP synthetase (EC 6.2.1.-) (Mycobactin biosynthesis protein MbtA) (Salicyl-AMP ligase) (Sal-AMP ligase) (EC 2.7.7.-) (Salicyl-S-ArCP synthetase)",565,"ATP-binding;Complete proteome;Ligase;Nucleotide-binding;Reference proteome;Transferase","ATP-dependent AMP-binding enzyme family","mtu:Rv2384;",,,,,,,,,,
"P9WQ63","MBTB_MYCTU","reviewed","mbtB Rv2383c","Phenyloxazoline synthase MbtB (EC 6.3.2.-) (Mycobactin synthetase protein B)",1414,"Complete proteome;Ligase;Multifunctional enzyme;Phosphopantetheine;Phosphoprotein;Reference proteome;Repeat","ATP-dependent AMP-binding enzyme family"," MbtB subfamily","mtu:Rv2383c;mtv:RVBD_2383c;",,,,,,,,,
"P9WIP5","MBTH_MYCTU","reviewed","mbtH Rv2377c MTCY27.03","Protein MbtH",71,"3D-structure;Complete proteome;Reference proteome",,"mtu:Rv2377c;",,,,,,,,,,
"P9WFX1","MBTI_MYCTU","reviewed","mbtI trpE2 Rv2386c","Salicylate synthase (Chorismate mutase) (CM) (EC 5.4.99.5) (Isochorismate synthase/isochorismate lyase) (EC 4.2.99.21) (EC 5.4.4.2) (Mycobactin synthase protein)",450,"3D-structure;Complete proteome;Isomerase;Lyase;Magnesium;Metal-binding;Reference proteome","Anthranilate synthase component I family"," Salicylate synthase subfamily","mtu:Rv2386c;",,,,,,,,,
"O05883","MDDA_MYCTU","reviewed","mddA Rv3238c","Methanethiol S-methyltransferase (EC 2.1.1.334)",244,"Complete proteome;Membrane;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase;Transmembrane;Transmembrane helix","Nurim family","mtu:Rv3238c;",,,,,,,,,,
"O53554","ILVX_MYCTU","reviewed","ilvX Rv3509c","Putative acetolactate synthase large subunit IlvX (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (AHAS)",515,"Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Complete proteome;FAD;Flavoprotein;Magnesium;Metal-binding;Reference proteome;Thiamine pyrophosphate;Transferase","TPP enzyme family","mtu:Rv3509c;",,,,,,,,,,
"P9WKF7","MBTG_MYCTU","reviewed","mbtG Rv2378c","L-lysine N6-monooxygenase MbtG (EC 1.14.13.59) (Lysine 6-N-hydroxylase) (Lysine N6-hydroxylase) (Lysine-N-oxygenase) (Mycobactin synthase protein G)",431,"Complete proteome;FAD;Flavoprotein;Monooxygenase;NADP;Oxidoreductase;Reference proteome;Signal","Lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family","mtu:Rv2378c;",,,,,,,,,,
"P9WK15","MBTK_MYCTU","reviewed","mbtK Rv1347c MTCY02B10.11c","Lysine N-acyltransferase MbtK (N-acyltransferase MbtK) (EC 2.3.1.-) (Mycobactin synthase protein K)",210,"3D-structure;Acyltransferase;Complete proteome;Reference proteome;Transferase","Lysine N-acyltransferase MbtK family","mtu:Rv1347c;",,,,,,,,,,
"P9WQF1","MBTL_MYCTU","reviewed","mbtL Rv1344 MTCY02B10.08","Acyl carrier protein MbtL (ACP) (Mycobactin synthase protein L)",84,"Complete proteome;Cytoplasm;Phosphopantetheine;Phosphoprotein;Reference proteome",,"mtu:Rv1344;",,,,,,,,,,
"P9WQ41","MBTM_MYCTU","reviewed","mbtM fadD33 Rv1345 MTCY02B10.09","Long-chain-fatty-acid--[acyl-carrier-protein] ligase MbtM (EC 6.2.1.20) (Fatty acyl-[acyl-carrier-protein] synthetase) (Fatty acyl-ACP synthetase) (Mycobactin synthetase protein M)",521,"ATP-binding;Complete proteome;Ligase;Nucleotide-binding;Reference proteome","ATP-dependent AMP-binding enzyme family","mtu:Rv1345;",,,,,,,,,,
"P9WQF9","MBTN_MYCTU","reviewed","mbtN fadE14 Rv1346 MTCY02B10.10","Acyl-[acyl-carrier-protein] dehydrogenase MbtN (Acyl-ACP dehydrogenase MbtN) (EC 1.3.99.-) (Mycobactin synthase protein N)",386,"3D-structure;Complete proteome;FAD;Flavoprotein;Oxidoreductase;Reference proteome","Acyl-CoA dehydrogenase family","mtu:Rv1346;",,,,,,,,,,
"P9WIP3","MENA_MYCTU","reviewed","menA Rv0534c MTCY25D10.13c",1,"4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)",292,"Cell membrane;Complete proteome;Membrane;Menaquinone biosynthesis;Reference proteome;Transferase;Transmembrane;Transmembrane helix","MenA family"," Type 1 subfamily","mtu:Rv0534c;",,,,,,,,
"P9WQJ9","IRTA_MYCTU","reviewed","irtA Rv1348 MTCY02B10.12","Iron import ATP-binding/permease protein IrtA (EC 3.6.3.-) (Iron-regulated transporter A)",859,"ATP-binding;Cell membrane;Complete proteome;FAD;Flavoprotein;Hydrolase;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport","ABC transporter superfamily"," Siderophore-Fe(3+) uptake transporter (SIUT) (TC 3.A.1.21) family","mtu:Rv1348;",,,,,,,,,
"P9WK13","MDH_MYCTU","reviewed","mdh Rv1240 MTV006.12","Malate dehydrogenase (EC 1.1.1.37)",329,"3D-structure;Complete proteome;NAD;Oxidoreductase;Reference proteome;Tricarboxylic acid cycle","LDH/MDH superfamily"," MDH type 2 family","mtu:Rv1240;",,,,,,,,,
"O53645","MDREP_MYCTU","reviewed","Rv0194 RVBD_0194 P425_00203","Multidrug efflux ATP-binding/permease protein Rv0194 (EC 3.6.3.-)",1194,"ATP-binding;Antibiotic resistance;Cell inner membrane;Cell membrane;Complete proteome;Hydrolase;Membrane;Nucleotide-binding;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","ABC transporter superfamily"," Lipid exporter (TC 3.A.1.106) family","mtu:Rv0194;mtv:RVBD_0194;",,,,,,,,,
"P9WIS5","KGD_MYCTU","reviewed","kgd Rv1248c","Multifunctional 2-oxoglutarate metabolism enzyme (2-hydroxy-3-oxoadipate synthase) (HOA synthase) (HOAS) (EC 2.2.1.5) (2-oxoglutarate carboxy-lyase) (2-oxoglutarate decarboxylase) (Alpha-ketoglutarate decarboxylase) (KG decarboxylase) (KGD) (EC 4.1.1.71) (Alpha-ketoglutarate-glyoxylate carboligase) [Includes: 2-oxoglutarate dehydrogenase E1 component (ODH E1 component) (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase E1 component) (KDH E1 component); Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex E2 component) (ODH E2 component) (OGDC-E2) (Dihydrolipoamide succinyltransferase)]",1231,"Acyltransferase;Allosteric enzyme;Coiled coil;Complete proteome;Decarboxylase;Lyase;Magnesium;Metal-binding;Multifunctional enzyme;Oxidoreductase;Reference proteome;Thiamine pyrophosphate;Transferase;Tricarboxylic acid cycle","2-oxoacid dehydrogenase family"," Kgd subfamily","mtu:Rv1248c;",,,,,,,,,
"P9WNP5","MENB_MYCTU","reviewed","menB Rv0548c",1,"4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)",314,"3D-structure;Complete proteome;Lyase;Menaquinone biosynthesis;Reference proteome","Enoyl-CoA hydratase/isomerase family"," MenB subfamily","mtu:Rv0548c;mtv:RVBD_0548c;",,,,,,,,
"P9WNY9","MENJ_MYCTU","reviewed","menJ Rv0561c","Menaquinone reductase (MK reductase) (EC 1.3.99.38)",408,"Complete proteome;FAD;Flavoprotein;Menaquinone biosynthesis;Oxidoreductase;Reference proteome;Virulence","Geranylgeranyl reductase family","mtu:Rv0561c;",,,,,,,,,,
"P9WPF7","CDSA_MYCTU","reviewed","cdsA Rv2881c MTCY274.12c","Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)",328,"Acetylation;Alternative initiation;Cell membrane;Complete proteome;Lipid biosynthesis;Lipid metabolism;Membrane;Nucleotidyltransferase;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase;Transmembrane;Transmembrane helix","CDS family","mtu:Rv2881c;",,,,,,,,,,
"P9WNL9","EMBA_MYCTU","reviewed","embA Rv3794 MTCY13D12.28","Probable arabinosyltransferase A (EC 2.4.2.-)",1094,"Antibiotic resistance;Cell membrane;Cell wall biogenesis/degradation;Complete proteome;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix","Emb family","mtu:Rv3794;",,,,,,,,,,
"P9WNL5","EMBC_MYCTU","reviewed","embC Rv3793 MTCY13D12.27","Probable arabinosyltransferase C (EC 2.4.2.-)",1094,"3D-structure;Antibiotic resistance;Cell membrane;Cell wall biogenesis/degradation;Complete proteome;Glycosyltransferase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix","Emb family","mtu:Rv3793;",,,,,,,,,,
"P9WGJ9","EMBR_MYCTU","reviewed","embR Rv1267c MTCY50.15","Transcriptional regulatory protein EmbR",388,"3D-structure;Complete proteome;DNA-binding;Phosphoprotein;Reference proteome;Transcription;Transcription regulation;Two-component regulatory system","AfsR/DnrI/RedD regulatory family","mtu:Rv1267c;",,,,,,,,,,
"P9WP39","CUT3_MYCTU","reviewed","cut3 Rv3451 MTCY13E12.04","Probable cutinase cut3 (EC 3.1.1.74)",262,"Complete proteome;Disulfide bond;Hydrolase;Reference proteome;Secreted;Serine esterase;Signal","Cutinase family","mtu:Rv3451;",,,,,,,,,,
"P9WPF9","CDTS_MYCTU","reviewed","Rv2275","Cyclo(L-tyrosyl-L-tyrosyl) synthase (EC 2.3.2.21) (Cyclodipeptide synthase) (CDPS) (Cyclodityrosine synthase)",289,"3D-structure;Complete proteome;Reference proteome;Transferase","CDPS family","mtu:Rv2275;",,,,,,,,,,
"P9WIC1","CHMU_MYCTU","reviewed","Rv0948c MTCY10D7.26","Intracellular chorismate mutase (CM) (EC 5.4.99.5)",105,"3D-structure;Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Complete proteome;Cytoplasm;Isomerase;Reference proteome",,"mtu:Rv0948c;mtv:RVBD_0948c;",,,,,,,,,,
"P9WG63","DIPZ_MYCTU","reviewed","dipZ Rv2874 MTCY274.05","Protein DipZ",695,"3D-structure;Cell membrane;Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv2874;",,,,,,,,,,
"P9WNW5","DISA_MYCTU","reviewed","disA dacA Rv3586","DNA integrity scanning protein DisA (Cyclic-di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)",358,"ATP-binding;Complete proteome;DNA damage;DNA repair;DNA-binding;Magnesium;Manganese;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase","DisA family","mtu:Rv3586;mtv:RVBD_3586;",,,,,,,,,,
"O50406","DITCY_MYCTU","reviewed","Rv3377c","Type B diterpene cyclase (EC 5.5.1.16)",501,"Complete proteome;Isomerase;Lyase;Magnesium;Metal-binding;Reference proteome","Terpene synthase family","mtu:Rv3377c;",,,,,,,,,,
"P9WHH9","DLDH_MYCTU","reviewed","lpdC lpd Rv0462 MTV038.06","Dihydrolipoyl dehydrogenase (LPD) (EC 1.8.1.4) (Component of peroxynitrite reductase/peroxidase complex) (Component of PNR/P) (Dihydrolipoamide dehydrogenase) (E3 component of alpha-ketoacid dehydrogenase complexes)",464,"3D-structure;Antioxidant;Complete proteome;Cytoplasm;Disulfide bond;FAD;Flavoprotein;Glycolysis;NAD;Oxidoreductase;Redox-active center;Reference proteome;Tricarboxylic acid cycle;Virulence","Class-I pyridine nucleotide-disulfide oxidoreductase family","mtu:Rv0462;",,,,,,,,,,
"P9WPM3","CP138_MYCTU","reviewed","cyp138 Rv0136 MTCI5.10","Putative cytochrome P450 138 (EC 1.14.-.-)",441,"Complete proteome;Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv0136;",,,,,,,,,,
"P9WNN1","EFTU_MYCTU","reviewed","tuf Rv0685 MTCY210.02","Elongation factor Tu (EF-Tu)",396,"Complete proteome;Cytoplasm;Elongation factor;GTP-binding;Nucleotide-binding;Protein biosynthesis;Reference proteome","TRAFAC class translation factor GTPase superfamily"," Classic translation factor GTPase family"," EF-Tu/EF-1A subfamily","mtu:Rv0685;",,,,,,,,
"P9WGD1","CPSY_MYCTU","reviewed","cpsY Rv0806c","Exopolysaccharide phosphotransferase CpsY (EC 2.7.-.-) (Stealth protein CpsY)",532,"Complete proteome;Exopolysaccharide synthesis;Reference proteome;Transferase","Stealth family","mtu:Rv0806c;",,,,,,,,,,
"L7N653","CWLM_MYCTU","reviewed","cwlM Rv3915","N-acetylmuramoyl-L-alanine amidase CwlM (EC 3.5.1.28) (Peptidoglycan hydrolase CwlM)",406,"Cell wall biogenesis/degradation;Complete proteome;Hydrolase;Periplasm;Reference proteome;Repeat","N-acetylmuramoyl-L-alanine amidase 3 family","mtu:Rv3915;mtv:RVBD_3915;",,,,,,,,,,
"P9WQ35","CYA1_MYCTU","reviewed","cya Rv1625c MTCY01B2.17c","Adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase)",443,"3D-structure;ATP-binding;Cell membrane;Complete proteome;Lyase;Magnesium;Manganese;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;cAMP biosynthesis","Adenylyl cyclase class-4/guanylyl cyclase family","mtu:Rv1625c;",,,,,,,,,,
"P9WPL3","CP143_MYCTU","reviewed","cyp143 Rv1785c MTV049.07c","Putative cytochrome P450 143 (EC 1.14.-.-)",393,"Acetylation;Complete proteome;Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv1785c;",,,,,,,,,,
"P9WPP3","CP124_MYCTU","reviewed","cyp124 Rv2266 MTCY339.44c","Methyl-branched lipid omega-hydroxylase (EC 1.14.15.14) (Cholest-4-en-3-one C26-monooxygenase) (Cholest-4-en-3-one C26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming]) (Cholesterol C26-monooxygenase) (Cholesterol C26-monooxygenase [(25R)-3beta-hydroxycholest-5-en-26-oate forming]) (Cytochrome P450 124) (Steroid C26-monooxygenase) (EC 1.14.15.28) (Steroid C27-monooxygenase)",428,"3D-structure;Complete proteome;Fatty acid metabolism;Heme;Iron;Lipid metabolism;Metal-binding;Monooxygenase;NADP;Oxidoreductase;Reference proteome","Cytochrome P450 family","mtu:Rv2266;",,,,,,,,,,
"O69670","EGTC_MYCTU","reviewed","egtC Rv3702c","Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase (EC 3.5.1.118) (Gamma-glutamyl hercynylcysteine S-oxide hydrolase)",233,"Complete proteome;Glutamine amidotransferase;Hydrolase;Reference proteome",,"mtu:Rv3702c;",,,,,,,,,,
"P9WJG1","CSM2_MYCTU","reviewed","csm2 Rv2822c","CRISPR system Cms protein Csm2 (CRISPR type III A-associated protein Csm2)",124,"Antiviral defense;Complete proteome;RNA-binding;Reference proteome","CRISPR-associated Csm2 family","mtu:Rv2822c;",,,,,,,,,,
"P9WJF7","CSM4_MYCTU","reviewed","csm4 Rv2820c","CRISPR system Cms protein Csm4 (CRISPR type III-A associated RAMP protein Csm4)",302,"Antiviral defense;Complete proteome;RNA-binding;Reference proteome","CRISPR-associated Csm4 family","mtu:Rv2820c;",,,,,,,,,,
"P9WJF5","CSM5_MYCTU","reviewed","csm5 Rv2819c","CRISPR system Cms protein Csm5 (CRISPR type III A-associated protein Csm5)",375,"Antiviral defense;Complete proteome;RNA-binding;Reference proteome","CRISPR-associated Csm5 family","mtu:Rv2819c;",,,,,,,,,,
"P9WP49","CSOR_MYCTU","reviewed","csoR croR Rv0967","Copper-sensing transcriptional repressor CsoR (Copper-sensitive operon repressor)",119,"3D-structure;Complete proteome;Copper;Cytoplasm;DNA-binding;Metal-binding;Reference proteome;Repressor;Transcription;Transcription regulation","CsoR family","mtu:Rv0967;",,,,,,,,,,
"P9WPP9","CP51_MYCTU","reviewed","cyp51 Rv0764c MTCY369.09c","Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase)",451,"3D-structure;Complete proteome;Cytoplasm;Heme;Iron;Lipid biosynthesis;Lipid metabolism;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;Steroid biosynthesis;Steroid metabolism;Sterol biosynthesis;Sterol metabolism","Cytochrome P450 family","mtu:Rv0764c;",,,,,,,,,,
"P9WP47","CSTA_MYCTU","reviewed","cstA Rv3063 MTCY22D7.18c","Peptide transporter CstA (Carbon starvation protein A homolog)",758,"Cell membrane;Complete proteome;Membrane;Peptide transport;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport","Peptide transporter carbon starvation (CstA) (TC 2.A.114) family","mtu:Rv3063;",,,,,,,,,,
"P9WPS7","CTPG_MYCTU","reviewed","ctpG Rv1992c MTCY39.27","Probable cation-transporting ATPase G (EC 3.6.3.-)",771,"ATP-binding;Cell membrane;Complete proteome;Hydrolase;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix","Cation transport ATPase (P-type) (TC 3.A.3) family"," Type IB subfamily","mtu:Rv1992c;",,,,,,,,,
"P9WPU1","CTPA_MYCTU","reviewed","ctpA Rv0092 MTCY251.11","Copper-exporting P-type ATPase (EC 7.2.2.8) (Copper-exporting P-type ATPase A)",761,"ATP-binding;Acetylation;Cell membrane;Complete proteome;Copper;Copper transport;Ion transport;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","Cation transport ATPase (P-type) (TC 3.A.3) family"," Type IB subfamily","mtu:Rv0092;",,,,,,,,,
"P9WP43","CUT1_MYCTU","reviewed","Rv1984c MTCY39.35","Probable cutinase Rv1984c (EC 3.1.1.74)",217,"Complete proteome;Disulfide bond;Hydrolase;Reference proteome;Secreted;Serine esterase;Signal","Cutinase family","mtu:Rv1984c;",,,,,,,,,,
"P9WQM1","CYSA_MYCTU","reviewed","cysA Rv2397c MTCY253.24","Sulfate/thiosulfate import ATP-binding protein CysA (EC 7.3.2.3) (Sulfate-transporting ATPase)",351,"ATP-binding;Acetylation;Cell membrane;Complete proteome;Membrane;Nucleotide-binding;Reference proteome;Sulfate transport;Translocase;Transport","ABC transporter superfamily"," Sulfate/tungstate importer (TC 3.A.1.6) family","mtu:Rv2397c;",,,,,,,,,
"P9WPT3","CTPD_MYCTU","reviewed","ctpD Rv1469 MTV007.16","Probable cobalt/nickel-exporting P-type ATPase (EC 3.6.3.-) (Cation-transporting P-type ATPase CtpD)",657,"ATP-binding;Cell membrane;Cobalt;Complete proteome;Hydrolase;Magnesium;Membrane;Metal-binding;Nickel;Nucleotide-binding;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","Cation transport ATPase (P-type) (TC 3.A.3) family"," Type IB subfamily","mtu:Rv1469;",,,,,,,,,
"P9WPT1","CTPE_MYCTU","reviewed","ctpE Rv0908 MTCY21C12.02","Calcium-transporting ATPase CtpE (EC 7.2.2.10)",797,"ATP-binding;Calcium;Calcium transport;Cell membrane;Complete proteome;Ion transport;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","Cation transport ATPase (P-type) (TC 3.A.3) family","mtu:Rv0908;",,,,,,,,,,
"P9WPT7","CTPJ_MYCTU","reviewed","ctpJ nmtA Rv3743c","Probable cation-transporting P-type ATPase J (EC 3.6.3.-)",660,"ATP-binding;Cell membrane;Complete proteome;Hydrolase;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","Cation transport ATPase (P-type) (TC 3.A.3) family"," Type IB subfamily","mtu:Rv3743c;",,,,,,,,,
"P9WPT5","CTPC_MYCTU","reviewed","ctpC mtaA Rv3270 MTCY71.10","Manganese-exporting P-type ATPase (EC 3.6.3.-) (Cation-transporting P-type ATPase CtpC) (Metal-transporting ATPase Mta72)",718,"ATP-binding;Cell membrane;Complete proteome;Hydrolase;Magnesium;Manganese;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Virulence","Cation transport ATPase (P-type) (TC 3.A.3) family"," Type IB subfamily","mtu:Rv3270;",,,,,,,,,
"P9WFR7","COXX_MYCTU","reviewed","ctaB Rv1451","Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)",308,"Cell membrane;Complete proteome;Heme biosynthesis;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix","UbiA prenyltransferase family"," Protoheme IX farnesyltransferase subfamily","mtu:Rv1451;",,,,,,,,,
"P9WPS9","CTPF_MYCTU","reviewed","ctpF Rv1997 MTCY39.21c MTCY39.22c","Probable cation-transporting ATPase F (EC 3.6.3.-)",905,"ATP-binding;Cell membrane;Complete proteome;Hydrolase;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix","Cation transport ATPase (P-type) (TC 3.A.3) family"," Type IIA subfamily","mtu:Rv1997;",,,,,,,,,
