"PATRIC ID","locus_tag","Feature ID","Start","End","Length","Strand","FIGfam ID","PATRIC genus-specific families (PLfams)","Protein ID","AA Length","Gene Symbol","product","GO"
"fig|83332.12.peg.3353","Rv3004","PATRIC.83332.12.NC_000962.CDS.3363309.3363686.fwd",3363309,3363686,378,"+","FIG01393835","PLF_1763_00035592","NP_217520.1",125,"cfp6","Low molecular weight protein antigen 6",
"fig|83332.12.peg.3354","Rv3005c","PATRIC.83332.12.NC_000962.CDS.3363693.3364478.rev",3363693,3364478,786,"-","FIG00006938","PLF_1763_00002180","NP_217521.1",261,,"Membrane protein 2, distant similarity to thiosulphate:quinone oxidoreductase DoxD",
"fig|83332.12.peg.3355","Rv3006","PATRIC.83332.12.NC_000962.CDS.3364556.3365830.fwd",3364556,3365830,1275,"+","FIG01038209","PLF_1763_00000836","NP_217522.1",424,"lppZ","Glucose/sorbosone dehydrogenase, lipoprotein LppZ",
"fig|83332.12.peg.311","Rv0279c","PATRIC.83332.12.NC_000962.CDS.336560.339073.rev",336560,339073,2514,"-","FIG01274276","PLF_1763_00144316","YP_177708.1",837,"PE_PGRS4","PE_PGRS family protein => PE_PGRS4",
"fig|83332.12.peg.3356","Rv3007c","PATRIC.83332.12.NC_000962.CDS.3365836.3366546.rev",3365836,3366546,711,"-","FIG01321859","PLF_1763_00003075","NP_217523.1",236,,"Oxidoreductase",
"fig|83332.12.peg.3357","Rv3008","PATRIC.83332.12.NC_000962.CDS.3366689.3367267.fwd",3366689,3367267,579,"+","FIG00820078","PLF_1763_00202572","NP_217524.1",192,,"hypothetical protein",
"fig|83332.12.peg.3358","Rv3009c","PATRIC.83332.12.NC_000962.CDS.3367264.3368793.rev",3367264,3368793,1530,"-","FIG00000399","PLF_1763_00000689","NP_217525.1",509,"gatB","Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)",
"fig|83332.12.peg.3359","Rv3010c","PATRIC.83332.12.NC_000962.CDS.3368823.3369854.rev",3368823,3369854,1032,"-","FIG00058830","PLF_1763_00000719","NP_217526.1",343,"pfkA","6-phosphofructokinase (EC 2.7.1.11)","GO:0003872|6-phosphofructokinase activity"
"fig|83332.12.peg.3360","Rv3011c","PATRIC.83332.12.NC_000962.CDS.3369950.3371434.rev",3369950,3371434,1485,"-","FIG00000359","PLF_1763_00000357","NP_217527.1",494,"gatA","Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)",
"fig|83332.12.peg.3361","Rv3012c","PATRIC.83332.12.NC_000962.CDS.3371431.3371730.rev",3371431,3371730,300,"-","FIG00000432","PLF_1763_00001175","NP_217528.1",99,"gatC","Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)",
"fig|83332.12.peg.3362","Rv3013","PATRIC.83332.12.NC_000962.CDS.3371749.3372471.fwd",3371749,3372471,723,"+","FIG00945201","PLF_1763_00000521","NP_217529.1",240,,"hypothetical protein",
"fig|83332.12.peg.3363","Rv3014c","PATRIC.83332.12.NC_000962.CDS.3372545.3374620.rev",3372545,3374620,2076,"-","FIG00051439","PLF_1763_00000501","NP_217530.1",691,"ligA","DNA ligase (NAD(+)) (EC 6.5.1.2)","GO:0003911|DNA ligase (NAD+) activity"
"fig|83332.12.peg.3364","Rv3015c","PATRIC.83332.12.NC_000962.CDS.3374651.3375664.rev",3374651,3375664,1014,"-","FIG00543935","PLF_1763_00002466","NP_217531.1",337,,"Methionine synthase, vitamin-B12 independent, putative",
"fig|83332.12.peg.3365","Rv3016","PATRIC.83332.12.NC_000962.CDS.3375758.3376387.fwd",3375758,3376387,630,"+","FIG01316065","PLF_1763_00094298","NP_217532.1",209,"lpqA","Lipoprotein LpqA",
"fig|83332.12.peg.3366","Rv3017c","PATRIC.83332.12.NC_000962.CDS.3376490.3376840.rev",3376490,3376840,351,"-","FIG01312204","PLF_1763_00141000","NP_217533.1",116,"esxQ","hypothetical protein",
"fig|83332.12.peg.3367","Rv3018c","PATRIC.83332.12.NC_000962.CDS.3376939.3378243.rev",3376939,3378243,1305,"-","FIG00013075","PLF_1763_00145444","YP_177918.1",434,"PPE46","PPE family protein, PPW subgroup => PPE46",
"fig|83332.12.peg.3368","Rv3018A","PATRIC.83332.12.NC_000962.CDS.3378329.3378448.rev",3378329,3378448,120,"-","FIG01311212","PLF_1763_00046435","YP_177683.1",39,"PE27A","hypothetical protein",
"fig|83332.12.peg.3369",,"PATRIC.83332.12.NC_000962.CDS.3378495.3378662.rev",3378495,3378662,168,"-","FIG00822813","PLF_1763_00004161",,55,,"hypothetical protein",
"fig|83332.12.peg.3370","Rv3019c","PATRIC.83332.12.NC_000962.CDS.3378711.3379004.rev",3378711,3379004,294,"-","FIG01333717","PLF_1763_00004098","NP_217535.1",97,"esxR","ESAT-6 like protein EsxR",
"fig|83332.12.peg.3371","Rv3020c","PATRIC.83332.12.NC_000962.CDS.3379036.3379329.rev",3379036,3379329,294,"-","FIG01311212","PLF_1763_00141053","YP_177919.1",97,"esxS","ESAT-6 like protein EsxS",
"fig|83332.12.peg.3372","Rv3021c","PATRIC.83332.12.NC_000962.CDS.3379376.3380452.rev",3379376,3380452,1077,"-","FIG00013075","PLF_1763_00149792","YP_177920.1",358,"PPE47","PPE family protein => PPE47",
"fig|83332.12.peg.3373","Rv3022A","PATRIC.83332.12.NC_000962.CDS.3380679.3380996.rev",3380679,3380996,318,"-","FIG01311212","PLF_1763_00003884","YP_177685.1",105,"PE29","PE family protein => PE29",
"fig|83332.12.peg.3374","Rv3023c","PATRIC.83332.12.NC_000962.CDS.3381375.3382670.rev",3381375,3382670,1296,"-","FIG01306568","PLF_1763_00075507","NP_217539.1",431,,"Mobile element protein",
"fig|83332.12.peg.3375","Rv3024c","PATRIC.83332.12.NC_000962.CDS.3382785.3383888.rev",3382785,3383888,1104,"-","FIG00000626","PLF_1763_00131090","NP_217540.1",367,"mnmA","tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)",
"fig|83332.12.peg.3376","Rv3025c","PATRIC.83332.12.NC_000962.CDS.3383885.3385066.rev",3383885,3385066,1182,"-","FIG00000001","PLF_1763_00000568","NP_217541.1",393,"iscS","Cysteine desulfurase (EC 2.8.1.7)","GO:0031071|cysteine desulfurase activity"
"fig|83332.12.peg.3377","Rv3026c","PATRIC.83332.12.NC_000962.CDS.3385163.3386077.rev",3385163,3386077,915,"-","FIG00005243","PLF_1763_00001499","NP_217542.1",304,,"Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)","GO:0003841|1-acylglycerol-3-phosphate O-acyltransferase activity"
"fig|83332.12.peg.3378","Rv3027c","PATRIC.83332.12.NC_000962.CDS.3386074.3386919.rev",3386074,3386919,846,"-","FIG01004154","PLF_1763_00000949","NP_217543.1",281,,"Putative hemolysin",
"fig|83332.12.peg.3379","Rv3028c","PATRIC.83332.12.NC_000962.CDS.3387075.3388031.rev",3387075,3388031,957,"-","FIG00136866","PLF_1763_00000486","NP_217544.1",318,"fixB","Electron transfer flavoprotein, alpha subunit","GO:0006118|electron transport;GO:0009055|electron carrier activity;GO:0050660|FAD binding"
"fig|83332.12.peg.3380","Rv3029c","PATRIC.83332.12.NC_000962.CDS.3388070.3388870.rev",3388070,3388870,801,"-","FIG01304886","PLF_1763_00000732","NP_217545.1",266,"fixA","Electron transfer flavoprotein, beta subunit","GO:0006118|electron transport;GO:0009055|electron carrier activity"
"fig|83332.12.peg.3381","Rv3030","PATRIC.83332.12.NC_000962.CDS.3389179.3389925.fwd",3389179,3389925,747,"+","FIG00515945","PLF_1763_00001295","NP_217546.1",248,,"SAM-dependent methyltransferase",
"fig|83332.12.peg.3382","Rv3031","PATRIC.83332.12.NC_000962.CDS.3389943.3391502.fwd",3389943,3391502,1560,"+","FIG00002744","PLF_1763_00000965","NP_217547.1",519,,"Glycogen branching enzyme, GH-57-type, archaeal (EC 2.4.1.18)",
"fig|83332.12.peg.3383","Rv3032","PATRIC.83332.12.NC_000962.CDS.3391546.3392778.fwd",3391546,3392778,1233,"+","FIG00018328","PLF_1763_00001308","NP_217548.1",410,,"Glycogen synthase (EC 2.4.1.11)","GO:0004373|glycogen (starch) synthase activity"
"fig|83332.12.peg.3384",,"PATRIC.83332.12.NC_000962.CDS.3392872.3393201.fwd",3392872,3393201,330,"+","FIG00820698","PLF_1763_00002783",,109,,"Uncharacterized protein Rv3032.5",
"fig|83332.12.peg.3385","Rv3033","PATRIC.83332.12.NC_000962.CDS.3393380.3393928.fwd",3393380,3393928,549,"+","FIG00820103","PLF_1763_00003383","NP_217549.1",182,,"hypothetical protein",
"fig|83332.12.peg.312","Rv0280","PATRIC.83332.12.NC_000962.CDS.339364.340974.fwd",339364,340974,1611,"+","FIG00013075","PLF_1763_00142467","YP_177709.1",536,"PPE3","PPE family protein, PPW subgroup => PPE3",
"fig|83332.12.peg.3386","Rv3034c","PATRIC.83332.12.NC_000962.CDS.3394019.3394747.rev",3394019,3394747,729,"-","FIG00139238","PLF_1763_00000532","NP_217550.1",242,,"Galactoside O-acetyltransferase (EC 2.3.1.18)","GO:0008870|galactoside O-acetyltransferase activity"
"fig|83332.12.peg.3387","Rv3035","PATRIC.83332.12.NC_000962.CDS.3395454.3396461.fwd",3395454,3396461,1008,"+","FIG00820108","PLF_1763_00090430","NP_217551.1",335,,"Uncharacterized protein Rv3035",
"fig|83332.12.peg.3388","Rv3036c","PATRIC.83332.12.NC_000962.CDS.3396458.3397141.rev",3396458,3397141,684,"-","FIG01121868","PLF_1763_00002046","NP_217552.1",227,"TB22.2","putative membrane protein",
"fig|83332.12.peg.3389","Rv3037c","PATRIC.83332.12.NC_000962.CDS.3397214.3398290.rev",3397214,3398290,1077,"-","FIG00515945","PLF_1763_00340582","NP_217553.1",358,,"SAM-dependent methyltransferase",
"fig|83332.12.peg.3390","Rv3038c","PATRIC.83332.12.NC_000962.CDS.3398425.3399408.rev",3398425,3399408,984,"-","FIG00995955","PLF_1763_00199274","NP_217554.1",327,,"Methyltransferase Rv3038c, type 11",
"fig|83332.12.peg.3391","Rv3039c","PATRIC.83332.12.NC_000962.CDS.3399419.3400204.rev",3399419,3400204,786,"-","FIG00033206","PLF_1763_00006690","NP_217555.1",261,"echA17","Enoyl-CoA hydratase (EC 4.2.1.17)","GO:0004300|enoyl-CoA hydratase activity"
"fig|83332.12.peg.1","Rv0001","PATRIC.83332.12.NC_000962.CDS.34.1524.fwd",34,1524,1491,"+","FIG00000441","PLF_1763_00000527","NP_214515.1",496,"dnaA","Chromosomal replication initiator protein DnaA",
"fig|83332.12.peg.3392","Rv3040c","PATRIC.83332.12.NC_000962.CDS.3400192.3401001.rev",3400192,3401001,810,"-","FIG00996529","PLF_1763_00019176","NP_217556.1",269,,"NUDIX hydrolase-like protein SCO3573",
"fig|83332.12.peg.3393","Rv3041c","PATRIC.83332.12.NC_000962.CDS.3401055.3401900.rev",3401055,3401900,846,"-","FIG01956052","PLF_1763_00000685","NP_217557.1",281,,"ABC transporter, ATP-binding protein",
"fig|83332.12.peg.3394","Rv3042c","PATRIC.83332.12.NC_000962.CDS.3401933.3403162.rev",3401933,3403162,1230,"-","FIG00000149","PLF_1763_00000465","NP_217558.1",409,"serB2","Phosphoserine phosphatase (EC 3.1.3.3)","GO:0004647|phosphoserine phosphatase activity"
"fig|83332.12.peg.3395","Rv3043c","PATRIC.83332.12.NC_000962.CDS.3403200.3404807.rev",3403200,3404807,1608,"-","FIG00132629","PLF_1763_00000098","NP_217559.1",535,"ctaD","Cytochrome c oxidase polypeptide I (EC 1.9.3.1)","GO:0004129|cytochrome-c oxidase activity"
"fig|83332.12.peg.3396",,"PATRIC.83332.12.NC_000962.CDS.3404811.3405218.fwd",3404811,3405218,408,"+","FIG00824197","PLF_1763_00004021",,135,,"hypothetical protein",
"fig|83332.12.peg.3397","Rv3044","PATRIC.83332.12.NC_000962.CDS.3405232.3406215.fwd",3405232,3406215,984,"+","FIG00054285","PLF_1763_00000773","NP_217560.1",327,"fecB","Iron(III) dicitrate transport system, periplasmic iron-binding protein FecB (TC 3.A.1.14.1)",
"fig|83332.12.peg.3398","Rv3045","PATRIC.83332.12.NC_000962.CDS.3406285.3407325.fwd",3406285,3407325,1041,"+","FIG01288911","PLF_1763_00000728","NP_217561.1",346,"adhC","Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195) @ Alcohol dehydrogenase (EC 1.1.1.1)","GO:0004022|alcohol dehydrogenase activity"
"fig|83332.12.peg.3399","Rv3046c","PATRIC.83332.12.NC_000962.CDS.3407314.3407688.rev",3407314,3407688,375,"-","FIG00822199","PLF_1763_00001881","NP_217562.1",124,,"hypothetical protein",
"fig|83332.12.peg.3400",,"PATRIC.83332.12.NC_000962.CDS.3407668.3407820.fwd",3407668,3407820,153,"+","FIG00822351","PLF_1763_00003936",,50,,"hypothetical protein",
"fig|83332.12.peg.3401","Rv3047c","PATRIC.83332.12.NC_000962.CDS.3408022.3408306.rev",3408022,3408306,285,"-","FIG00821544","PLF_1763_00003826","NP_217563.1",94,,"hypothetical protein",
"fig|83332.12.peg.3402","Rv3048c","PATRIC.83332.12.NC_000962.CDS.3408404.3409378.rev",3408404,3409378,975,"-","FIG00000960","PLF_1763_00207333","YP_177921.1",324,"nrdF2","Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)","GO:0004748|ribonucleoside-diphosphate reductase activity"
"fig|83332.12.peg.3403","Rv3049c","PATRIC.83332.12.NC_000962.CDS.3409509.3411083.rev",3409509,3411083,1575,"-","FIG01367379","PLF_1763_00112235","NP_217565.1",524,,"Cyclohexanone monooxygenase (EC 1.14.13.22)","GO:0018667|cyclohexanone monooxygenase activity"
"fig|83332.12.peg.313","Rv0281","PATRIC.83332.12.NC_000962.CDS.340998.341906.fwd",340998,341906,909,"+","FIG01333010","PLF_1763_00001246","NP_214795.1",302,,"O-methyltransferase",
"fig|83332.12.peg.3404","Rv3050c","PATRIC.83332.12.NC_000962.CDS.3411217.3411915.rev",3411217,3411915,699,"-","FIG00554417","PLF_1763_00001429","NP_217566.1",232,,"Transcriptional regulator, AcrR family",
"fig|83332.12.peg.3405","Rv3051c","PATRIC.83332.12.NC_000962.CDS.3412085.3414166.rev",3412085,3414166,2082,"-","FIG00001069","PLF_1763_00000897","NP_217567.1",693,"nrdE","Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)","GO:0004748|ribonucleoside-diphosphate reductase activity"
"fig|83332.12.peg.3406","Rv3052c","PATRIC.83332.12.NC_000962.CDS.3414232.3414684.rev",3414232,3414684,453,"-","FIG00001039","PLF_1763_00000873","NP_217568.1",150,"nrdI","Ribonucleotide reduction protein NrdI",
"fig|83332.12.peg.3407","Rv3053c","PATRIC.83332.12.NC_000962.CDS.3414719.3414958.rev",3414719,3414958,240,"-","FIG00003291","PLF_1763_00336075","NP_217569.1",79,"nrdH","Glutaredoxin-like protein NrdH, required for reduction of Ribonucleotide reductase class Ib",
"fig|83332.12.peg.3408","Rv3054c","PATRIC.83332.12.NC_000962.CDS.3415435.3415989.rev",3415435,3415989,555,"-","FIG01132576","PLF_1763_00266936","NP_217570.1",184,,"NADPH:quinone oxidoreductase",
"fig|83332.12.peg.3409","Rv3055","PATRIC.83332.12.NC_000962.CDS.3416228.3416695.fwd",3416228,3416695,468,"+","FIG00554417","PLF_1763_00001299","NP_217571.1",155,,"Transcriptional regulator, AcrR family",
"fig|83332.12.peg.3410","Rv3056","PATRIC.83332.12.NC_000962.CDS.3416705.3417745.fwd",3416705,3417745,1041,"+","FIG00149033","PLF_1763_00001871","NP_217572.1",346,"dinP","DNA polymerase-like protein MT3142",
"fig|83332.12.peg.3411","Rv3057c","PATRIC.83332.12.NC_000962.CDS.3417799.3418662.rev",3417799,3418662,864,"-","FIG01310822","PLF_1763_00001675","NP_217573.1",287,,"Short-chain dehydrogenase",
"fig|83332.12.peg.3412","Rv3058c","PATRIC.83332.12.NC_000962.CDS.3418726.3419376.rev",3418726,3419376,651,"-","FIG00554417","PLF_1763_00001250","NP_217574.1",216,,"Transcriptional regulator, AcrR family",
"fig|83332.12.peg.3413","Rv3059","PATRIC.83332.12.NC_000962.CDS.3419492.3420970.fwd",3419492,3420970,1479,"+","FIG01314131","PLF_1763_00001493","NP_217575.1",492,"cyp136","Cytochrome P450 136",
"fig|83332.12.peg.314","Rv0282","PATRIC.83332.12.NC_000962.CDS.342163.344025.fwd",342163,344025,1863,"+","FIG00022220","PLF_1763_00000761","NP_214796.1",620,,"AAA+ family protein ATPase EccA3, component of Type VII secretion system ESX-3",
"fig|83332.12.peg.3414","Rv3060c","PATRIC.83332.12.NC_000962.CDS.3421741.3423213.rev",3421741,3423213,1473,"-","FIG00621925","PLF_1763_00002029","NP_217576.1",490,,"Transcriptional regulator, GntR family","GO:0003677|DNA binding;GO:0003700|transcription factor activity;GO:0005622|intracellular;GO:0006813|potassium ion transport;GO:0008324|cation transmembrane transporter activity;GO:0009058|biosynthetic process;GO:0030528|transcription regulator activity;GO:0045449|regulation of transcription"
"fig|83332.12.peg.3415","Rv3061c","PATRIC.83332.12.NC_000962.CDS.3423262.3425427.rev",3423262,3425427,2166,"-","FIG00009149","PLF_1763_00063023","NP_217577.1",721,"fadE22","Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE22","GO:0004085|butyryl-CoA dehydrogenase activity"
"fig|83332.12.peg.3416","Rv3062","PATRIC.83332.12.NC_000962.CDS.3425614.3427107.fwd",3425614,3427107,1494,"+","FIG00052980","PLF_1763_00001331","NP_217578.1",497,"ligB","ATP-dependent DNA ligase (EC 6.5.1.1)","GO:0003910|DNA ligase (ATP) activity"
"fig|83332.12.peg.3417","Rv3063","PATRIC.83332.12.NC_000962.CDS.3427243.3429519.fwd",3427243,3429519,2277,"+","FIG00001750","PLF_1763_00000905","NP_217579.1",758,"cstA","Carbon starvation protein A","GO:0009267|cellular response to starvation;GO:0016020|membrane"
"fig|83332.12.peg.37","Rv0032","PATRIC.83332.12.NC_000962.CDS.34295.36610.fwd",34295,36610,2316,"+","FIG01956179","PLF_1763_00143771","NP_214546.1",771,"bioF2","Acetyltransferase (GNAT) domain / Serine palmitoyltransferase (EC 2.3.1.50)","GO:0004758|serine C-palmitoyltransferase activity"
"fig|83332.12.peg.3418","Rv3064c","PATRIC.83332.12.NC_000962.CDS.3429825.3430250.rev",3429825,3430250,426,"-","FIG01121868","PLF_1763_00002752","NP_217580.1",141,,"putative membrane protein",
"fig|83332.12.peg.3419","Rv3065","PATRIC.83332.12.NC_000962.CDS.3430387.3430710.fwd",3430387,3430710,324,"+","FIG01308021","PLF_1763_00154413","YP_177922.1",107,"mmr","Multidrug resistance protein mmr",
"fig|83332.12.peg.3420","Rv3066","PATRIC.83332.12.NC_000962.CDS.3430707.3431315.fwd",3430707,3431315,609,"+","FIG00554417","PLF_1763_00003262","NP_217582.1",202,,"Transcriptional regulator, AcrR family",
"fig|83332.12.peg.3421","Rv3067","PATRIC.83332.12.NC_000962.CDS.3431293.3431838.fwd",3431293,3431838,546,"+","FIG00823331","PLF_1763_00003207","NP_217583.1",181,,"hypothetical protein",
"fig|83332.12.peg.3422","Rv3068c","PATRIC.83332.12.NC_000962.CDS.3431979.3433622.rev",3431979,3433622,1644,"-","FIG00000901","PLF_1763_00000212","NP_217584.1",547,"pgmA","Phosphoglucomutase (EC 5.4.2.2)","GO:0004614|phosphoglucomutase activity"
"fig|83332.12.peg.3423","Rv3069","PATRIC.83332.12.NC_000962.CDS.3433692.3434090.fwd",3433692,3434090,399,"+","FIG01322783","PLF_1763_00082282","NP_217585.1",132,"ccrB","Fluoride ion transporter CrcB",
"fig|83332.12.peg.3424","Rv3070","PATRIC.83332.12.NC_000962.CDS.3434087.3434467.fwd",3434087,3434467,381,"+","FIG00820613","PLF_1763_00001891","NP_217586.1",126,"ccrB","Fluoride ion transporter CrcB",
"fig|83332.12.peg.3425","Rv3071","PATRIC.83332.12.NC_000962.CDS.3434464.3435573.fwd",3434464,3435573,1110,"+","FIG00822054","PLF_1763_00154574","NP_217587.1",369,,"FIG00822056: hypothetical protein",
"fig|83332.12.peg.3426",,"PATRIC.83332.12.NC_000962.CDS.3435615.3435713.rev",3435615,3435713,99,"-","FIG00638284","PLF_1763_00015981",,32,,"hypothetical protein",
"fig|83332.12.peg.3427","Rv3072c","PATRIC.83332.12.NC_000962.CDS.3435798.3436295.rev",3435798,3436295,498,"-","FIG01361662","PLF_1763_00003538","NP_217588.1",165,,"Probable F420-dependent oxidoreductase family protein",
"fig|83332.12.peg.3428","Rv3073c","PATRIC.83332.12.NC_000962.CDS.3436329.3436685.rev",3436329,3436685,357,"-","FIG01310523","PLF_1763_00198927","NP_217589.1",118,,"DUF488 family protein SAV0238",
"fig|83332.12.peg.3429","Rv3074","PATRIC.83332.12.NC_000962.CDS.3436779.3438053.fwd",3436779,3438053,1275,"+","FIG01369934","PLF_1763_00001355","NP_217590.1",424,,"CONSERVED 13E12 REPEAT FAMILY PROTEIN",
"fig|83332.12.peg.3430","Rv3075c","PATRIC.83332.12.NC_000962.CDS.3438050.3438973.rev",3438050,3438973,924,"-","FIG00010100","PLF_1763_00001981","NP_217591.1",307,,"Similar to citrate lyase beta chain, 3",
"fig|83332.12.peg.3431",,"PATRIC.83332.12.NC_000962.CDS.3439014.3439139.rev",3439014,3439139,126,"-","FIG01381179","PLF_1763_00004212",,41,,"hypothetical protein",
"fig|83332.12.peg.3432","Rv3076","PATRIC.83332.12.NC_000962.CDS.3439252.3439548.fwd",3439252,3439548,297,"+","FIG00820679","PLF_1763_00348173","NP_217592.1",98,,"hypothetical protein",
"fig|83332.12.peg.3433","Rv3077","PATRIC.83332.12.NC_000962.CDS.3439541.3441352.fwd",3439541,3441352,1812,"+","FIG00001198","PLF_1763_00242517","YP_177923.1",603,,"Arylsulfatase (EC 3.1.6.1)","GO:0004065|arylsulfatase activity"
"fig|83332.12.peg.315","Rv0283","PATRIC.83332.12.NC_000962.CDS.344022.345638.fwd",344022,345638,1617,"+","FIG01323771","PLF_1763_00000705","NP_214797.1",538,,"Membrane protein EccB3, component of Type VII secretion system ESX-3",
"fig|83332.12.peg.3434","Rv3078","PATRIC.83332.12.NC_000962.CDS.3441353.3441754.fwd",3441353,3441754,402,"+","FIG01355395","PLF_1763_00064007","NP_217594.1",133,"hab","Hydroxylaminobenzene mutase hab",
"fig|83332.12.peg.3435","Rv3079c","PATRIC.83332.12.NC_000962.CDS.3441770.3442597.rev",3441770,3442597,828,"-","FIG01361662","PLF_1763_00000839","NP_217595.1",275,,"Probable F420-dependent oxidoreductase family protein",
"fig|83332.12.peg.3436","Rv3080c","PATRIC.83332.12.NC_000962.CDS.3442656.3445988.rev",3442656,3445988,3333,"-","FIG00003405","PLF_1763_00002550","NP_217596.1",1110,"pknK","Serine/Threonine protein kinases / transcriptional regulator, MalT family",
