,id,AssemblyAccession,BioSampleAccn,BioSampleId,SubmitterOrganization,GenbankAccession,strain,host,collection_date,geo_loc_name,sample_type,link,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,lat_lon,num_replicons,ref_biomaterial,isolation_source,collected_by,host_disease,isolate,depth,elev,derived-from,eLMSG_genome_id,eLMSG_link,metagenomic,environmental-sample,metagenome-source,passage_history,host_tissue_sampled,ENA first public,ENA last update,ENA-CHECKLIST,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,collection date,common name,geographic location (country and/or sea),geographic location (region and locality),host health state,host scientific name,host_clinical_signs,isolation source,sample name,assembly quality,assembly software,binning parameters,binning software,broker name,completeness score,completeness software,contamination score,environment (biome),environment (feature),environment (material),geographic location (latitude),geographic location (longitude),investigation type,metagenomic source,project name,sample derived from,sequencing method,taxonomic identity marker,biomaterial_provider,isolate_name_alias,SHEN,isolation-source,country,host_age,culture-collection,note,clone,type-material,collection-date,nat-host,region,pair,kk_code,tissue,source,PCR_DDGE,clade
GCA_016452405,9033701,GCF_016452405.1,SAMN15246611,15246611,Belgian Mycoplasma consortium,GCA_016452405.1,Mb241,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/405/GCA_016452405.1_ASM1645240v1/GCA_016452405.1_ASM1645240v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452385,9033691,GCF_016452385.1,SAMN15246613,15246613,Belgian Mycoplasma consortium,GCA_016452385.1,Mb237,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/385/GCA_016452385.1_ASM1645238v1/GCA_016452385.1_ASM1645238v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452365,9033681,GCF_016452365.1,SAMN15246614,15246614,Belgian Mycoplasma consortium,GCA_016452365.1,Mb120,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/365/GCA_016452365.1_ASM1645236v1/GCA_016452365.1_ASM1645236v1.fna.gz,Beef,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452345,9033671,GCF_016452345.1,SAMN15246615,15246615,Belgian Mycoplasma consortium,GCA_016452345.1,Mb75,Bos taurus,2016,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/345/GCA_016452345.1_ASM1645234v1/GCA_016452345.1_ASM1645234v1.fna.gz,Beef,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452325,9033661,GCF_016452325.1,SAMN15246616,15246616,Belgian Mycoplasma consortium,GCA_016452325.1,Mb37,Bos taurus,2016,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/325/GCA_016452325.1_ASM1645232v1/GCA_016452325.1_ASM1645232v1.fna.gz,Beef,Broncheoalveolar Lavage,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452305,9033651,GCF_016452305.1,SAMN15246617,15246617,Belgian Mycoplasma consortium,GCA_016452305.1,Mb252,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/305/GCA_016452305.1_ASM1645230v1/GCA_016452305.1_ASM1645230v1.fna.gz,Beef,Abces,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452285,9033641,GCF_016452285.1,SAMN15246618,15246618,Belgian Mycoplasma consortium,GCA_016452285.1,Mb258,Bos taurus,2018,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/285/GCA_016452285.1_ASM1645228v1/GCA_016452285.1_ASM1645228v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452205,9033601,GCF_016452205.1,SAMN15246622,15246622,Belgian Mycoplasma consortium,GCA_016452205.1,Mb149,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/205/GCA_016452205.1_ASM1645220v1/GCA_016452205.1_ASM1645220v1.fna.gz,Beef,Lung,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_016452185,9033591,GCF_016452185.1,SAMN15246623,15246623,Belgian Mycoplasma consortium,GCA_016452185.1,Mb200,Bos taurus,2017,Belgium,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/452/185/GCA_016452185.1_ASM1645218v1/GCA_016452185.1_ASM1645218v1.fna.gz,Beef,Deep nasal swab,not applicable,missing,not applicable,1,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,Europe,,,,,,
GCA_014854615,8227621,GCF_014854615.1,SAMN16237120,16237120,Huazhong Agricultural University,GCA_014854615.1,Tibet-10,yak,2019,China: Tibet,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/854/615/GCA_014854615.1_ASM1485461v1/GCA_014854615.1_ASM1485461v1.fna.gz,high plateau,mountain,nasal mucous,PPLO,29.66 N 94.34 E,19,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_013423745,7363001,GCF_013423745.1,SAMN15480364,15480364,University of Guelph,GCA_013423745.1,1982-M6152,Bos taurus,1982-01,Canada: Ontario,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/423/745/GCA_013423745.1_ASM1342374v1/GCA_013423745.1_ASM1342374v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_013423725,7362991,GCF_013423725.1,SAMN15480365,15480365,University of Guelph,GCA_013423725.1,2019-043682,Bos taurus,2019-07-25,Canada: Ontario,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/423/725/GCA_013423725.1_ASM1342372v1/GCA_013423725.1_ASM1342372v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_011996705,6567651,GCA_011996705.1,SAMN06841993,6841993,USDA/ARS/National Animal Disease Center,GCA_011996705.1,NADC59,Bison bison,2014,"Canada: Rimbey, Alberta",axenic culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/996/705/GCA_011996705.1_ASM1199670v1/GCA_011996705.1_ASM1199670v1.fna.gz,,,,,,,,lung from feeder bull,,,,,,,,,,,,7 passages in PPLO; picked once from a single colony,lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_011996525,6567531,GCF_011996525.1,SAMN07414165,7414165,USDA/ARS/National Animal Disease Center,GCA_011996525.1,MJ1,Bos taurus,2014,Canada: southern Alberta feedlot,axenic culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/996/525/GCA_011996525.1_ASM1199652v1/GCA_011996525.1_ASM1199652v1.fna.gz,,,,,,,,joint from feeder animal,,,,,,,,,,,,4 passages in PPLO; picked once from a single colony,joint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,,,,,,,,Canada,,,,,,
GCA_009857975,5454211,GCA_009857975.1,SAMN12727300,12727300,Kimron Veterinary Institute,GCA_009857975.1,259488,bovine,2016,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/857/975/GCA_009857975.1_ASM985797v1/GCA_009857975.1_ASM985797v1.fna.gz,,,,,,,,lung,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852445,5451551,GCA_009852445.1,SAMN12727271,12727271,Kimron Veterinary Institute,GCA_009852445.1,F897,bovine,2014,Hungary,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/445/GCA_009852445.1_ASM985244v1/GCA_009852445.1_ASM985244v1.fna.gz,,,,,,,,lung,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Hungary,,,,,,,,Europe,,,,,,
GCA_009852365,5451521,GCA_009852365.1,SAMN12727196,12727196,Kimron Veterinary Institute,GCA_009852365.1,173159,bovine,2013,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/365/GCA_009852365.1_ASM985236v1/GCA_009852365.1_ASM985236v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852345,5451501,GCA_009852345.1,SAMN12727197,12727197,Kimron Veterinary Institute,GCA_009852345.1,171852,bovine,2013,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/345/GCA_009852345.1_ASM985234v1/GCA_009852345.1_ASM985234v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852335,5451491,GCA_009852335.1,SAMN12727198,12727198,Kimron Veterinary Institute,GCA_009852335.1,178843,bovine,2013,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/335/GCA_009852335.1_ASM985233v1/GCA_009852335.1_ASM985233v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852285,5451471,GCA_009852285.1,SAMN12727200,12727200,Kimron Veterinary Institute,GCA_009852285.1,194787,bovine,2014,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/285/GCA_009852285.1_ASM985228v1/GCA_009852285.1_ASM985228v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852305,5451461,GCA_009852305.1,SAMN12727199,12727199,Kimron Veterinary Institute,GCA_009852305.1,193896,bovine,2014,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/305/GCA_009852305.1_ASM985230v1/GCA_009852305.1_ASM985230v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852195,5451451,GCA_009852195.1,SAMN12727205,12727205,Kimron Veterinary Institute,GCA_009852195.1,215948,bovine,2014,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/195/GCA_009852195.1_ASM985219v1/GCA_009852195.1_ASM985219v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852245,5451441,GCA_009852245.1,SAMN12727202,12727202,Kimron Veterinary Institute,GCA_009852245.1,200215,bovine,2014,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/245/GCA_009852245.1_ASM985224v1/GCA_009852245.1_ASM985224v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852235,5451431,GCA_009852235.1,SAMN12727203,12727203,Kimron Veterinary Institute,GCA_009852235.1,207520,bovine,2014,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/235/GCA_009852235.1_ASM985223v1/GCA_009852235.1_ASM985223v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852275,5451421,GCA_009852275.1,SAMN12727201,12727201,Kimron Veterinary Institute,GCA_009852275.1,196966,bovine,2014,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/275/GCA_009852275.1_ASM985227v1/GCA_009852275.1_ASM985227v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852165,5451411,GCA_009852165.1,SAMN12727208,12727208,Kimron Veterinary Institute,GCA_009852165.1,219047,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/165/GCA_009852165.1_ASM985216v1/GCA_009852165.1_ASM985216v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852155,5451401,GCA_009852155.1,SAMN12727206,12727206,Kimron Veterinary Institute,GCA_009852155.1,216555,bovine,2014,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/155/GCA_009852155.1_ASM985215v1/GCA_009852155.1_ASM985215v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852045,5451391,GCA_009852045.1,SAMN12727213,12727213,Kimron Veterinary Institute,GCA_009852045.1,227455,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/045/GCA_009852045.1_ASM985204v1/GCA_009852045.1_ASM985204v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852205,5451381,GCA_009852205.1,SAMN12727204,12727204,Kimron Veterinary Institute,GCA_009852205.1,209716,bovine,2014,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/205/GCA_009852205.1_ASM985220v1/GCA_009852205.1_ASM985220v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009851965,5451371,GCA_009851965.1,SAMN12727217,12727217,Kimron Veterinary Institute,GCA_009851965.1,241741,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/851/965/GCA_009851965.1_ASM985196v1/GCA_009851965.1_ASM985196v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852145,5451361,GCA_009852145.1,SAMN12727207,12727207,Kimron Veterinary Institute,GCA_009852145.1,220642,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/145/GCA_009852145.1_ASM985214v1/GCA_009852145.1_ASM985214v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852105,5451351,GCA_009852105.1,SAMN12727209,12727209,Kimron Veterinary Institute,GCA_009852105.1,222991,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/105/GCA_009852105.1_ASM985210v1/GCA_009852105.1_ASM985210v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009851925,5451341,GCA_009851925.1,SAMN12727218,12727218,Kimron Veterinary Institute,GCA_009851925.1,242384,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/851/925/GCA_009851925.1_ASM985192v1/GCA_009851925.1_ASM985192v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",932,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852095,5451331,GCA_009852095.1,SAMN12727210,12727210,Kimron Veterinary Institute,GCA_009852095.1,224709,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/095/GCA_009852095.1_ASM985209v1/GCA_009852095.1_ASM985209v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",758,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852055,5451321,GCA_009852055.1,SAMN12727212,12727212,Kimron Veterinary Institute,GCA_009852055.1,227456,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/055/GCA_009852055.1_ASM985205v1/GCA_009852055.1_ASM985205v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852065,5451311,GCA_009852065.1,SAMN12727211,12727211,Kimron Veterinary Institute,GCA_009852065.1,227457,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/065/GCA_009852065.1_ASM985206v1/GCA_009852065.1_ASM985206v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009852025,5451301,GCA_009852025.1,SAMN12727214,12727214,Kimron Veterinary Institute,GCA_009852025.1,227465,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/852/025/GCA_009852025.1_ASM985202v1/GCA_009852025.1_ASM985202v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009851905,5451291,GCA_009851905.1,SAMN12727219,12727219,Kimron Veterinary Institute,GCA_009851905.1,256832,bovine,2016,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/851/905/GCA_009851905.1_ASM985190v1/GCA_009851905.1_ASM985190v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009851995,5451281,GCA_009851995.1,SAMN12727215,12727215,Kimron Veterinary Institute,GCA_009851995.1,227462,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/851/995/GCA_009851995.1_ASM985199v1/GCA_009851995.1_ASM985199v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009851975,5451271,GCA_009851975.1,SAMN12727216,12727216,Kimron Veterinary Institute,GCA_009851975.1,228404,bovine,2015,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/851/975/GCA_009851975.1_ASM985197v1/GCA_009851975.1_ASM985197v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009851875,5451261,GCA_009851875.1,SAMN12727220,12727220,Kimron Veterinary Institute,GCA_009851875.1,261002,bovine,2016,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/851/875/GCA_009851875.1_ASM985187v1/GCA_009851875.1_ASM985187v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009850965,5451251,GCA_009850965.1,SAMN12727266,12727266,Kimron Veterinary Institute,GCA_009850965.1,2600,bovine,2008,Hungary,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/850/965/GCA_009850965.1_ASM985096v1/GCA_009850965.1_ASM985096v1.fna.gz,,,,,,,,lung,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Hungary,,,,,,,,Europe,,,,,,
GCA_009851895,5451241,GCA_009851895.1,SAMN12727221,12727221,Kimron Veterinary Institute,GCA_009851895.1,254410,bovine,2016,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/851/895/GCA_009851895.1_ASM985189v1/GCA_009851895.1_ASM985189v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009851845,5451231,GCA_009851845.1,SAMN12727222,12727222,Kimron Veterinary Institute,GCA_009851845.1,280413,bovine,2016,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/851/845/GCA_009851845.1_ASM985184v1/GCA_009851845.1_ASM985184v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
